cytokine,ID,sex,group,day,value,LOD,fold_change_baseline,NHP,virus
MDC,CP60,F,1 Mosquito,3,483.2,286.83,0.537312768962181,Cyno,Dengue virus
MDC,FR840,F,10 Mosquitos,3,1396.66,286.83,1.0574909330446,Cyno,Dengue virus
MDC,BC407,F,1 Mosquito,3,1389.22,286.83,0.875380437179818,Cyno,Dengue virus
MDC,FR423A,M,10 Mosquitos,3,1270.15,286.83,0.872020376778162,Cyno,Dengue virus
MDC,SB395,F,10 Mosquitos,3,1064.3,286.83,1.04659166896118,Cyno,Dengue virus
MIF,SB393,M,1 Mosquito,3,655.61,5.06,1.7547038514038,Cyno,Dengue virus
MIF,BC167,F,10 Mosquitos,3,189.69,5.06,3.33023174157303,Cyno,Dengue virus
MIF,CP60,F,1 Mosquito,3,1013.34,5.06,4.78080769956596,Cyno,Dengue virus
MIF,FR469A,M,1 Mosquito,3,215.45,5.06,1.47862192025256,Cyno,Dengue virus
MIF,BC116A,M,10 Mosquitos,3,403.45,5.06,3.08495182749656,Cyno,Dengue virus
MIF,NV289,M,Control,3,161.47,5.06,1.41342787114846,Cyno,Dengue virus
MIF,UG253A,M,Control,3,291.04,5.06,2.83747684508141,Cyno,Dengue virus
MIF,BC407,F,1 Mosquito,3,216,5.06,0.761609252142026,Cyno,Dengue virus
MIF,SB395,F,10 Mosquitos,3,296.6,5.06,1.15010275698941,Cyno,Dengue virus
MIF,NV259,F,Control,3,240.22,5.06,1.53770323902189,Cyno,Dengue virus
MIF,FR423A,M,10 Mosquitos,3,364.99,5.06,1.57343622020089,Cyno,Dengue virus
MIF,UG171,F,Control,3,1072.64,5.06,2.32591018496433,Cyno,Dengue virus
MIF,FR840,F,10 Mosquitos,3,176.94,5.06,2.49211267605634,Cyno,Dengue virus
MIG,BC167,F,10 Mosquitos,3,24.23,24.23,NA,Cyno,Dengue virus
MIG,FR469A,M,1 Mosquito,3,24.23,24.23,NA,Cyno,Dengue virus
MIG,UG253A,M,Control,3,24.23,24.23,0.095150206165325,Cyno,Dengue virus
MIG,CP60,F,1 Mosquito,3,24.23,24.23,0.205844872992949,Cyno,Dengue virus
MIG,BC407,F,1 Mosquito,3,24.23,24.23,NA,Cyno,Dengue virus
MIG,NV289,M,Control,3,24.23,24.23,NA,Cyno,Dengue virus
MIG,BC116A,M,10 Mosquitos,3,24.23,24.23,NA,Cyno,Dengue virus
MIG,FR423A,M,10 Mosquitos,3,24.23,24.23,NA,Cyno,Dengue virus
MIG,UG171,F,Control,3,349.83,24.23,14.437886917045,Cyno,Dengue virus
MIG,SB395,F,10 Mosquitos,3,24.23,24.23,NA,Cyno,Dengue virus
MIG,FR840,F,10 Mosquitos,3,24.23,24.23,NA,Cyno,Dengue virus
MIG,NV259,F,Control,3,24.23,24.23,NA,Cyno,Dengue virus
MIG,SB393,M,1 Mosquito,3,24.23,24.23,1,Cyno,Dengue virus
MIP.1a,NV289,M,Control,3,51.21,28.54,1.15052797124242,Cyno,Dengue virus
MIP.1a,UG171,F,Control,3,79.4,28.54,1.88240872451399,Cyno,Dengue virus
MIP.1a,SB393,M,1 Mosquito,3,55.21,28.54,1.17293392819205,Cyno,Dengue virus
MIP.1a,NV259,F,Control,3,111.63,28.54,3.91135248773651,Cyno,Dengue virus
MIP.1a,BC407,F,1 Mosquito,3,28.54,28.54,0.319453772106559,Cyno,Dengue virus
MIP.1a,CP60,F,1 Mosquito,3,28.54,28.54,0.88359133126935,Cyno,Dengue virus
MIP.1a,FR469A,M,1 Mosquito,3,56.87,28.54,1.00815458252083,Cyno,Dengue virus
MIP.1a,BC116A,M,10 Mosquitos,3,28.54,28.54,1,Cyno,Dengue virus
MIP.1a,UG253A,M,Control,3,28.54,28.54,1,Cyno,Dengue virus
MIP.1a,FR423A,M,10 Mosquitos,3,36.85,28.54,0.832768361581921,Cyno,Dengue virus
MIP.1a,FR840,F,10 Mosquitos,3,28.54,28.54,1,Cyno,Dengue virus
MIP.1a,SB395,F,10 Mosquitos,3,28.54,28.54,1,Cyno,Dengue virus
MIP.1a,BC167,F,10 Mosquitos,3,57.37,28.54,1.302088061734,Cyno,Dengue virus
MIP.1B,CP60,F,1 Mosquito,3,41.01,32.55,0.278071602929211,Cyno,Dengue virus
MIP.1B,BC116A,M,10 Mosquitos,3,44.2,32.55,0.681467776749923,Cyno,Dengue virus
MIP.1B,BC167,F,10 Mosquitos,3,148.82,32.55,1.52557662737058,Cyno,Dengue virus
MIP.1B,FR840,F,10 Mosquitos,3,32.55,32.55,1,Cyno,Dengue virus
MIP.1B,NV259,F,Control,3,76.55,32.55,1.19255335722075,Cyno,Dengue virus
MIP.1B,BC407,F,1 Mosquito,3,32.55,32.55,0.437735341581495,Cyno,Dengue virus
MIP.1B,UG171,F,Control,3,63.21,32.55,0.776249539481763,Cyno,Dengue virus
MIP.1B,FR423A,M,10 Mosquitos,3,51.34,32.55,0.946359447004608,Cyno,Dengue virus
MIP.1B,NV289,M,Control,3,377.51,32.55,0.966933046462784,Cyno,Dengue virus
MIP.1B,SB393,M,1 Mosquito,3,133.67,32.55,1.15932350390286,Cyno,Dengue virus
MIP.1B,SB395,F,10 Mosquitos,3,63.86,32.55,0.674340021119324,Cyno,Dengue virus
MIP.1B,FR469A,M,1 Mosquito,3,103,32.55,0.496050857252938,Cyno,Dengue virus
MIP.1B,UG253A,M,Control,3,46.56,32.55,1.43041474654378,Cyno,Dengue virus
RANTES,UG171,F,Control,3,4493.09,9.09,1.38148605935382,Cyno,Dengue virus
RANTES,NV259,F,Control,3,4260.48,9.09,1.30169292673761,Cyno,Dengue virus
RANTES,SB393,M,1 Mosquito,3,6160.37,9.09,1.03538588497486,Cyno,Dengue virus
RANTES,CP60,F,1 Mosquito,3,1733.72,9.09,0.444828736369468,Cyno,Dengue virus
RANTES,FR840,F,10 Mosquitos,3,3680.68,9.09,1.55717543332671,Cyno,Dengue virus
RANTES,NV289,M,Control,3,2439.64,9.09,0.69854486522394,Cyno,Dengue virus
RANTES,FR469A,M,1 Mosquito,3,4450.18,9.09,1.08858523889199,Cyno,Dengue virus
RANTES,BC116A,M,10 Mosquitos,3,3109.45,9.09,0.703331576578309,Cyno,Dengue virus
RANTES,BC167,F,10 Mosquitos,3,9.09,9.09,0.00165492682092,Cyno,Dengue virus
RANTES,BC407,F,1 Mosquito,3,2754.03,9.09,1.00241683925471,Cyno,Dengue virus
RANTES,SB395,F,10 Mosquitos,3,3614.79,9.09,0.93560393312955,Cyno,Dengue virus
RANTES,UG253A,M,Control,3,3099.86,9.09,0.83063632295527,Cyno,Dengue virus
RANTES,FR423A,M,10 Mosquitos,3,3874.88,9.09,1.12688377178952,Cyno,Dengue virus
TGFbeta,BC167,F,10 Mosquitos,3,162.06,3.3,1.18829740431148,Cyno,Dengue virus
TGFbeta,FR840,F,10 Mosquitos,3,98.82,3.3,1.44918609766828,Cyno,Dengue virus
TGFbeta,SB395,F,10 Mosquitos,3,123.91,3.3,0.88939132931381,Cyno,Dengue virus
TGFbeta,FR423A,M,10 Mosquitos,3,68.98,3.3,0.774534022007635,Cyno,Dengue virus
TGFbeta,BC407,F,1 Mosquito,3,87.82,3.3,0.556033936938078,Cyno,Dengue virus
TGFbeta,CP60,F,1 Mosquito,3,64.22,3.3,0.485265225933202,Cyno,Dengue virus
TGFbeta,UG253A,M,Control,3,115.48,3.3,1.40932389553332,Cyno,Dengue virus
TGFbeta,BC116A,M,10 Mosquitos,3,34.31,3.3,0.834996349476758,Cyno,Dengue virus
TGFbeta,UG171,F,Control,3,83.84,3.3,1.00914780934039,Cyno,Dengue virus
TGFbeta,NV289,M,Control,3,59.1,3.3,0.793182123204939,Cyno,Dengue virus
TGFbeta,NV259,F,Control,3,98.31,3.3,1,Cyno,Dengue virus
TGFbeta,SB393,M,1 Mosquito,3,75.23,3.3,1.22584324588561,Cyno,Dengue virus
TGFbeta,FR469A,M,1 Mosquito,3,160.06,3.3,0.635209143582824,Cyno,Dengue virus
TNF.alpha,BC167,F,10 Mosquitos,3,14.2,14.2,NA,Cyno,Dengue virus
TNF.alpha,BC116A,M,10 Mosquitos,3,14.2,14.2,0.974605353466026,Cyno,Dengue virus
TNF.alpha,FR423A,M,10 Mosquitos,3,14.2,14.2,NA,Cyno,Dengue virus
TNF.alpha,SB395,F,10 Mosquitos,3,14.2,14.2,NA,Cyno,Dengue virus
TNF.alpha,FR469A,M,1 Mosquito,3,14.2,14.2,NA,Cyno,Dengue virus
TNF.alpha,NV289,M,Control,3,16.19,14.2,0.949003516998828,Cyno,Dengue virus
TNF.alpha,CP60,F,1 Mosquito,3,14.2,14.2,0.79685746352413,Cyno,Dengue virus
TNF.alpha,FR840,F,10 Mosquitos,3,14.2,14.2,NA,Cyno,Dengue virus
TNF.alpha,UG253A,M,Control,3,14.2,14.2,NA,Cyno,Dengue virus
TNF.alpha,SB393,M,1 Mosquito,3,19.03,14.2,1.17541692402718,Cyno,Dengue virus
TNF.alpha,UG171,F,Control,3,14.2,14.2,NA,Cyno,Dengue virus
TNF.alpha,BC407,F,1 Mosquito,3,14.2,14.2,NA,Cyno,Dengue virus
TNF.alpha,NV259,F,Control,3,14.2,14.2,1,Cyno,Dengue virus
VEGF,NV289,M,Control,3,1.35,1.35,NA,Cyno,Dengue virus
VEGF,NV259,F,Control,3,1.35,1.35,NA,Cyno,Dengue virus
VEGF,UG171,F,Control,3,1.35,1.35,NA,Cyno,Dengue virus
VEGF,BC167,F,10 Mosquitos,3,1.35,1.35,NA,Cyno,Dengue virus
VEGF,SB393,M,1 Mosquito,3,1.35,1.35,NA,Cyno,Dengue virus
VEGF,CP60,F,1 Mosquito,3,1.35,1.35,NA,Cyno,Dengue virus
VEGF,FR469A,M,1 Mosquito,3,1.35,1.35,NA,Cyno,Dengue virus
VEGF,BC116A,M,10 Mosquitos,3,1.35,1.35,NA,Cyno,Dengue virus
VEGF,UG253A,M,Control,3,1.35,1.35,NA,Cyno,Dengue virus
VEGF,FR423A,M,10 Mosquitos,3,3.43,1.35,2.54074074074074,Cyno,Dengue virus
VEGF,BC407,F,1 Mosquito,3,1.35,1.35,NA,Cyno,Dengue virus
VEGF,SB395,F,10 Mosquitos,3,1.35,1.35,NA,Cyno,Dengue virus
VEGF,FR840,F,10 Mosquitos,3,1.35,1.35,NA,Cyno,Dengue virus
EGF,SB393,M,1 Mosquito,4,142.54,3.41,1.64387037250605,Cyno,Dengue virus
EGF,CP60,F,1 Mosquito,4,89.21,3.41,1.04485828062778,Cyno,Dengue virus
EGF,FR840,F,10 Mosquitos,4,46.17,3.41,1.04955671743578,Cyno,Dengue virus
EGF,FR469A,M,1 Mosquito,4,67.46,3.41,0.439593379382249,Cyno,Dengue virus
EGF,BC116A,M,10 Mosquitos,4,32.65,3.41,1.16109530583215,Cyno,Dengue virus
EGF,BC167,F,10 Mosquitos,4,70.35,3.41,0.936127744510978,Cyno,Dengue virus
EGF,UG253A,M,Control,4,59.96,3.41,0.873034362259755,Cyno,Dengue virus
EGF,FR423A,M,10 Mosquitos,4,3.41,3.41,0.038083538083538,Cyno,Dengue virus
EGF,NV289,M,Control,4,77.38,3.41,1.03407724174796,Cyno,Dengue virus
EGF,SB395,F,10 Mosquitos,4,85.45,3.41,0.739506707053224,Cyno,Dengue virus
EGF,NV259,F,Control,4,153.11,3.41,1.31447458791209,Cyno,Dengue virus
EGF,BC407,F,1 Mosquito,4,3.41,3.41,0.091322978039636,Cyno,Dengue virus
EGF,UG171,F,Control,4,92.76,3.41,0.814756258234519,Cyno,Dengue virus
Eotaxin,SB393,M,1 Mosquito,4,133.78,2.64,0.537679353723725,Cyno,Dengue virus
Eotaxin,CP60,F,1 Mosquito,4,143.99,2.64,0.861287235315229,Cyno,Dengue virus
Eotaxin,FR840,F,10 Mosquitos,4,84.85,2.64,0.31928504233302,Cyno,Dengue virus
Eotaxin,BC407,F,1 Mosquito,4,198.01,2.64,0.385368416955354,Cyno,Dengue virus
Eotaxin,SB395,F,10 Mosquitos,4,101.25,2.64,0.445289823203448,Cyno,Dengue virus
Eotaxin,FR469A,M,1 Mosquito,4,174.93,2.64,0.79146683558049,Cyno,Dengue virus
Eotaxin,BC116A,M,10 Mosquitos,4,63.85,2.64,0.563597846235325,Cyno,Dengue virus
Eotaxin,BC167,F,10 Mosquitos,4,94.03,2.64,0.401186108029695,Cyno,Dengue virus
Eotaxin,UG253A,M,Control,4,92.72,2.64,0.657635293283212,Cyno,Dengue virus
Eotaxin,FR423A,M,10 Mosquitos,4,506.89,2.64,2.30803205536836,Cyno,Dengue virus
Eotaxin,NV289,M,Control,4,137.75,2.64,0.578611332801277,Cyno,Dengue virus
Eotaxin,UG171,F,Control,4,92.06,2.64,0.469143352188758,Cyno,Dengue virus
Eotaxin,NV259,F,Control,4,118.92,2.64,0.437495401368553,Cyno,Dengue virus
G.CSF,SB393,M,1 Mosquito,4,188.16,113.59,1.65648384540893,Cyno,Dengue virus
G.CSF,UG253A,M,Control,4,113.59,113.59,0.096929719766529,Cyno,Dengue virus
G.CSF,FR469A,M,1 Mosquito,4,150.26,113.59,0.728851377570819,Cyno,Dengue virus
G.CSF,BC407,F,1 Mosquito,4,113.59,113.59,NA,Cyno,Dengue virus
G.CSF,NV289,M,Control,4,113.59,113.59,NA,Cyno,Dengue virus
G.CSF,CP60,F,1 Mosquito,4,150.65,113.59,0.873941292493329,Cyno,Dengue virus
G.CSF,NV259,F,Control,4,157.32,113.59,1.33946360153257,Cyno,Dengue virus
G.CSF,SB395,F,10 Mosquitos,4,113.59,113.59,0.943125207572235,Cyno,Dengue virus
G.CSF,UG171,F,Control,4,1295.84,113.59,9.25533890436397,Cyno,Dengue virus
G.CSF,FR423A,M,10 Mosquitos,4,132.27,113.59,0.760740783343878,Cyno,Dengue virus
G.CSF,BC116A,M,10 Mosquitos,4,113.59,113.59,NA,Cyno,Dengue virus
G.CSF,FR840,F,10 Mosquitos,4,113.59,113.59,NA,Cyno,Dengue virus
G.CSF,BC167,F,10 Mosquitos,4,113.59,113.59,1,Cyno,Dengue virus
GM.CSF,FR840,F,10 Mosquitos,4,12.88,12.88,NA,Cyno,Dengue virus
GM.CSF,BC167,F,10 Mosquitos,4,12.88,12.88,NA,Cyno,Dengue virus
GM.CSF,NV259,F,Control,4,12.88,12.88,1,Cyno,Dengue virus
GM.CSF,BC407,F,1 Mosquito,4,36.28,12.88,0.415768966307587,Cyno,Dengue virus
GM.CSF,SB393,M,1 Mosquito,4,16.98,12.88,1.18741258741259,Cyno,Dengue virus
GM.CSF,CP60,F,1 Mosquito,4,12.88,12.88,NA,Cyno,Dengue virus
GM.CSF,UG171,F,Control,4,12.88,12.88,NA,Cyno,Dengue virus
GM.CSF,NV289,M,Control,4,20.22,12.88,1.25356478611283,Cyno,Dengue virus
GM.CSF,FR469A,M,1 Mosquito,4,12.88,12.88,1,Cyno,Dengue virus
GM.CSF,BC116A,M,10 Mosquitos,4,13.11,12.88,1.01785714285714,Cyno,Dengue virus
GM.CSF,FR423A,M,10 Mosquitos,4,12.88,12.88,NA,Cyno,Dengue virus
GM.CSF,UG253A,M,Control,4,12.88,12.88,NA,Cyno,Dengue virus
GM.CSF,SB395,F,10 Mosquitos,4,12.88,12.88,NA,Cyno,Dengue virus
HGF,SB393,M,1 Mosquito,4,1261.97,74.94,1.26171765646871,Cyno,Dengue virus
HGF,FR469A,M,1 Mosquito,4,304.4,74.94,0.307925749835618,Cyno,Dengue virus
HGF,UG253A,M,Control,4,1050.13,74.94,0.118592961419145,Cyno,Dengue virus
HGF,FR840,F,10 Mosquitos,4,1002.7,74.94,4.9511159391665,Cyno,Dengue virus
HGF,BC407,F,1 Mosquito,4,593.07,74.94,0.236717636775113,Cyno,Dengue virus
HGF,BC167,F,10 Mosquitos,4,821.92,74.94,2.51205721446254,Cyno,Dengue virus
HGF,CP60,F,1 Mosquito,4,1980.69,74.94,1.27550277872584,Cyno,Dengue virus
HGF,BC116A,M,10 Mosquitos,4,159.08,74.94,1.8009736216461,Cyno,Dengue virus
HGF,UG171,F,Control,4,9038.44,74.94,12.993358442828,Cyno,Dengue virus
HGF,FR423A,M,10 Mosquitos,4,540.27,74.94,0.792417131123497,Cyno,Dengue virus
HGF,NV289,M,Control,4,457.04,74.94,0.873898162488767,Cyno,Dengue virus
HGF,NV259,F,Control,4,925.76,74.94,1.1379683351362,Cyno,Dengue virus
HGF,SB395,F,10 Mosquitos,4,786.78,74.94,0.736623318259697,Cyno,Dengue virus
I.TAC,BC167,F,10 Mosquitos,4,110.55,32.66,0.967191601049869,Cyno,Dengue virus
I.TAC,FR840,F,10 Mosquitos,4,154.69,32.66,0.795689522143923,Cyno,Dengue virus
I.TAC,NV259,F,Control,4,131.3,32.66,0.713742117851707,Cyno,Dengue virus
I.TAC,NV289,M,Control,4,92.63,32.66,0.711061641206724,Cyno,Dengue virus
I.TAC,BC116A,M,10 Mosquitos,4,154.23,32.66,0.962854288924959,Cyno,Dengue virus
I.TAC,SB393,M,1 Mosquito,4,117.43,32.66,0.657171638032347,Cyno,Dengue virus
I.TAC,CP60,F,1 Mosquito,4,98.73,32.66,0.835279187817259,Cyno,Dengue virus
I.TAC,UG171,F,Control,4,83.73,32.66,0.426280419509215,Cyno,Dengue virus
I.TAC,FR423A,M,10 Mosquitos,4,911.62,32.66,1.89695569844143,Cyno,Dengue virus
I.TAC,FR469A,M,1 Mosquito,4,78.48,32.66,0.457689391730332,Cyno,Dengue virus
I.TAC,SB395,F,10 Mosquitos,4,183.4,32.66,1.07238919424629,Cyno,Dengue virus
I.TAC,UG253A,M,Control,4,148.14,32.66,1.29708431836091,Cyno,Dengue virus
I.TAC,BC407,F,1 Mosquito,4,208.84,32.66,0.795580952380952,Cyno,Dengue virus
IFN.g,FR840,F,10 Mosquitos,4,73.36,14.44,5.0803324099723,Cyno,Dengue virus
IFN.g,BC167,F,10 Mosquitos,4,174.82,14.44,1.44157664715099,Cyno,Dengue virus
IFN.g,SB393,M,1 Mosquito,4,87.54,14.44,1.02075559701493,Cyno,Dengue virus
IFN.g,NV289,M,Control,4,260.12,14.44,1.2696832137453,Cyno,Dengue virus
IFN.g,FR469A,M,1 Mosquito,4,66.31,14.44,0.242104494505093,Cyno,Dengue virus
IFN.g,NV259,F,Control,4,28.96,14.44,1,Cyno,Dengue virus
IFN.g,UG171,F,Control,4,14.44,14.44,0.269202087994034,Cyno,Dengue virus
IFN.g,UG253A,M,Control,4,40.33,14.44,2.79293628808864,Cyno,Dengue virus
IFN.g,BC407,F,1 Mosquito,4,14.44,14.44,0.069809040367416,Cyno,Dengue virus
IFN.g,CP60,F,1 Mosquito,4,294.08,14.44,1.23708564697964,Cyno,Dengue virus
IFN.g,BC116A,M,10 Mosquitos,4,14.44,14.44,1,Cyno,Dengue virus
IFN.g,FR423A,M,10 Mosquitos,4,14.44,14.44,0.754440961337513,Cyno,Dengue virus
IFN.g,SB395,F,10 Mosquitos,4,98.82,14.44,0.673941212575871,Cyno,Dengue virus
IL.10,NV259,F,Control,4,13.57,13.57,NA,Cyno,Dengue virus
IL.10,NV289,M,Control,4,13.57,13.57,NA,Cyno,Dengue virus
IL.10,SB393,M,1 Mosquito,4,13.57,13.57,NA,Cyno,Dengue virus
IL.10,UG171,F,Control,4,13.57,13.57,NA,Cyno,Dengue virus
IL.10,UG253A,M,Control,4,13.57,13.57,NA,Cyno,Dengue virus
IL.10,FR469A,M,1 Mosquito,4,13.57,13.57,NA,Cyno,Dengue virus
IL.10,BC407,F,1 Mosquito,4,13.57,13.57,NA,Cyno,Dengue virus
IL.10,CP60,F,1 Mosquito,4,13.57,13.57,NA,Cyno,Dengue virus
IL.10,SB395,F,10 Mosquitos,4,13.57,13.57,NA,Cyno,Dengue virus
IL.10,BC116A,M,10 Mosquitos,4,13.57,13.57,NA,Cyno,Dengue virus
IL.10,FR840,F,10 Mosquitos,4,13.57,13.57,NA,Cyno,Dengue virus
IL.10,FR423A,M,10 Mosquitos,4,13.57,13.57,NA,Cyno,Dengue virus
IL.10,BC167,F,10 Mosquitos,4,13.57,13.57,NA,Cyno,Dengue virus
IL.12,FR840,F,10 Mosquitos,4,494.7,112.39,1.70586206896552,Cyno,Dengue virus
IL.12,BC167,F,10 Mosquitos,4,923.2,112.39,0.902276214583802,Cyno,Dengue virus
IL.12,NV259,F,Control,4,2653.89,112.39,0.858761248653074,Cyno,Dengue virus
IL.12,SB393,M,1 Mosquito,4,2828.99,112.39,1.08313647414668,Cyno,Dengue virus
IL.12,UG253A,M,Control,4,318.8,112.39,0.091848053126666,Cyno,Dengue virus
IL.12,BC407,F,1 Mosquito,4,1285.66,112.39,0.696061286916976,Cyno,Dengue virus
IL.12,CP60,F,1 Mosquito,4,1395.78,112.39,1.35577119212052,Cyno,Dengue virus
IL.12,UG171,F,Control,4,4125.55,112.39,7.87935216486182,Cyno,Dengue virus
IL.12,BC116A,M,10 Mosquitos,4,737.13,112.39,0.854088939355317,Cyno,Dengue virus
IL.12,SB395,F,10 Mosquitos,4,1320.27,112.39,0.627027925531915,Cyno,Dengue virus
IL.12,FR469A,M,1 Mosquito,4,1767.69,112.39,0.761557848480279,Cyno,Dengue virus
IL.12,FR423A,M,10 Mosquitos,4,1145.92,112.39,1.21772950915486,Cyno,Dengue virus
IL.12,NV289,M,Control,4,1127.54,112.39,0.933154571260686,Cyno,Dengue virus
IL.15,FR840,F,10 Mosquitos,4,75.45,75.45,NA,Cyno,Dengue virus
IL.15,BC167,F,10 Mosquitos,4,100.26,75.45,1.32882703777336,Cyno,Dengue virus
IL.15,CP60,F,1 Mosquito,4,75.45,75.45,NA,Cyno,Dengue virus
IL.15,BC116A,M,10 Mosquitos,4,75.45,75.45,NA,Cyno,Dengue virus
IL.15,SB393,M,1 Mosquito,4,75.45,75.45,NA,Cyno,Dengue virus
IL.15,FR469A,M,1 Mosquito,4,75.45,75.45,NA,Cyno,Dengue virus
IL.15,FR423A,M,10 Mosquitos,4,75.45,75.45,NA,Cyno,Dengue virus
IL.15,UG253A,M,Control,4,75.45,75.45,NA,Cyno,Dengue virus
IL.15,SB395,F,10 Mosquitos,4,75.45,75.45,NA,Cyno,Dengue virus
IL.15,BC407,F,1 Mosquito,4,75.45,75.45,NA,Cyno,Dengue virus
IL.15,NV289,M,Control,4,75.45,75.45,NA,Cyno,Dengue virus
IL.15,UG171,F,Control,4,1118.98,75.45,14.8307488402916,Cyno,Dengue virus
IL.15,NV259,F,Control,4,75.45,75.45,1,Cyno,Dengue virus
IL.17,FR840,F,10 Mosquitos,4,30.96,30.96,NA,Cyno,Dengue virus
IL.17,BC167,F,10 Mosquitos,4,30.96,30.96,NA,Cyno,Dengue virus
IL.17,BC407,F,1 Mosquito,4,30.96,30.96,NA,Cyno,Dengue virus
IL.17,SB393,M,1 Mosquito,4,30.96,30.96,NA,Cyno,Dengue virus
IL.17,CP60,F,1 Mosquito,4,30.96,30.96,NA,Cyno,Dengue virus
IL.17,NV259,F,Control,4,30.96,30.96,NA,Cyno,Dengue virus
IL.17,FR469A,M,1 Mosquito,4,30.96,30.96,NA,Cyno,Dengue virus
IL.17,BC116A,M,10 Mosquitos,4,30.96,30.96,NA,Cyno,Dengue virus
IL.17,UG253A,M,Control,4,30.96,30.96,NA,Cyno,Dengue virus
IL.17,NV289,M,Control,4,30.96,30.96,NA,Cyno,Dengue virus
IL.17,UG171,F,Control,4,30.96,30.96,NA,Cyno,Dengue virus
IL.17,SB395,F,10 Mosquitos,4,30.96,30.96,NA,Cyno,Dengue virus
IL.17,FR423A,M,10 Mosquitos,4,30.96,30.96,NA,Cyno,Dengue virus
IL.1B,NV289,M,Control,4,12.04,12.04,NA,Cyno,Dengue virus
IL.1B,SB393,M,1 Mosquito,4,12.04,12.04,NA,Cyno,Dengue virus
IL.1B,NV259,F,Control,4,12.04,12.04,NA,Cyno,Dengue virus
IL.1B,UG171,F,Control,4,12.04,12.04,NA,Cyno,Dengue virus
IL.1B,UG253A,M,Control,4,12.04,12.04,NA,Cyno,Dengue virus
IL.1B,FR469A,M,1 Mosquito,4,12.04,12.04,NA,Cyno,Dengue virus
IL.1B,FR840,F,10 Mosquitos,4,12.04,12.04,NA,Cyno,Dengue virus
IL.1B,BC407,F,1 Mosquito,4,12.04,12.04,NA,Cyno,Dengue virus
IL.1B,BC167,F,10 Mosquitos,4,12.04,12.04,NA,Cyno,Dengue virus
IL.1B,CP60,F,1 Mosquito,4,12.04,12.04,NA,Cyno,Dengue virus
IL.1B,BC116A,M,10 Mosquitos,4,12.04,12.04,NA,Cyno,Dengue virus
IL.1B,FR423A,M,10 Mosquitos,4,12.04,12.04,NA,Cyno,Dengue virus
IL.1B,SB395,F,10 Mosquitos,4,12.04,12.04,NA,Cyno,Dengue virus
IL.2,BC167,F,10 Mosquitos,4,43.77,43.77,NA,Cyno,Dengue virus
IL.2,FR840,F,10 Mosquitos,4,43.77,43.77,1,Cyno,Dengue virus
IL.2,SB393,M,1 Mosquito,4,922.99,43.77,1.24017789960228,Cyno,Dengue virus
IL.2,NV289,M,Control,4,285.64,43.77,6.52593100297007,Cyno,Dengue virus
IL.2,BC116A,M,10 Mosquitos,4,43.77,43.77,NA,Cyno,Dengue virus
IL.2,FR469A,M,1 Mosquito,4,43.77,43.77,1,Cyno,Dengue virus
IL.2,SB395,F,10 Mosquitos,4,43.77,43.77,NA,Cyno,Dengue virus
IL.2,UG171,F,Control,4,43.77,43.77,NA,Cyno,Dengue virus
IL.2,UG253A,M,Control,4,654.71,43.77,14.9579620744802,Cyno,Dengue virus
IL.2,FR423A,M,10 Mosquitos,4,43.77,43.77,NA,Cyno,Dengue virus
IL.2,CP60,F,1 Mosquito,4,43.77,43.77,NA,Cyno,Dengue virus
IL.2,NV259,F,Control,4,43.77,43.77,1,Cyno,Dengue virus
IL.2,BC407,F,1 Mosquito,4,602.29,43.77,0.841269397846158,Cyno,Dengue virus
IL.4,FR840,F,10 Mosquitos,4,38.96,38.96,NA,Cyno,Dengue virus
IL.4,NV289,M,Control,4,38.96,38.96,NA,Cyno,Dengue virus
IL.4,UG171,F,Control,4,38.96,38.96,NA,Cyno,Dengue virus
IL.4,BC167,F,10 Mosquitos,4,38.96,38.96,NA,Cyno,Dengue virus
IL.4,FR469A,M,1 Mosquito,4,38.96,38.96,NA,Cyno,Dengue virus
IL.4,CP60,F,1 Mosquito,4,38.96,38.96,NA,Cyno,Dengue virus
IL.4,NV259,F,Control,4,38.96,38.96,NA,Cyno,Dengue virus
IL.4,BC407,F,1 Mosquito,4,38.96,38.96,NA,Cyno,Dengue virus
IL.4,UG253A,M,Control,4,38.96,38.96,NA,Cyno,Dengue virus
IL.4,BC116A,M,10 Mosquitos,4,38.96,38.96,NA,Cyno,Dengue virus
IL.4,SB393,M,1 Mosquito,4,38.96,38.96,NA,Cyno,Dengue virus
IL.4,FR423A,M,10 Mosquitos,4,38.96,38.96,NA,Cyno,Dengue virus
IL.4,SB395,F,10 Mosquitos,4,38.96,38.96,NA,Cyno,Dengue virus
IL.5,BC167,F,10 Mosquitos,4,6.45,6.45,NA,Cyno,Dengue virus
IL.5,SB393,M,1 Mosquito,4,6.45,6.45,NA,Cyno,Dengue virus
IL.5,FR840,F,10 Mosquitos,4,6.45,6.45,NA,Cyno,Dengue virus
IL.5,FR469A,M,1 Mosquito,4,6.45,6.45,NA,Cyno,Dengue virus
IL.5,UG253A,M,Control,4,6.45,6.45,NA,Cyno,Dengue virus
IL.5,BC407,F,1 Mosquito,4,6.45,6.45,NA,Cyno,Dengue virus
IL.5,CP60,F,1 Mosquito,4,6.45,6.45,NA,Cyno,Dengue virus
IL.5,NV289,M,Control,4,6.45,6.45,NA,Cyno,Dengue virus
IL.5,BC116A,M,10 Mosquitos,4,6.45,6.45,NA,Cyno,Dengue virus
